date,district_id,daily_deaths
2020-10-12,292,0
2020-10-12,293,0
2020-10-12,294,0
2020-10-12,295,1
2020-10-12,296,0
2020-10-12,297,2
2020-10-12,298,1
2020-10-12,299,2
2020-10-12,300,0
2020-10-12,301,6
2020-10-12,302,0
2020-10-12,303,0
2020-10-12,304,0
2020-10-12,305,1
2020-10-12,306,4
2020-10-12,307,1
2020-10-12,308,3
2020-10-19,277,2
2020-10-19,278,1
2020-10-19,279,0
2020-10-19,280,4
2020-10-19,281,1
2020-10-19,282,0
2020-10-19,283,2
2020-10-19,284,4
2020-10-19,285,2
2020-10-19,286,0
2020-10-19,287,5
2020-10-19,288,1
2020-10-19,289,4
2020-10-19,290,2
2020-10-19,291,13
2020-10-19,292,1
2020-10-19,293,5
2020-10-19,294,0
2020-10-19,295,0
2020-10-19,296,0
2020-10-19,297,2
2020-10-19,298,1
2020-10-19,299,1
2020-10-19,300,4
2020-10-19,301,12
2020-10-19,302,1
2020-10-19,303,0
2020-10-19,304,2
2020-10-19,305,3
2020-10-19,306,1
2020-10-19,307,4
2020-10-19,308,2
2020-10-26,277,9
2020-10-26,278,4
2020-10-26,279,8
2020-10-26,280,0
2020-10-26,281,3
2020-10-26,282,0
2020-10-26,283,3
2020-10-26,284,7
2020-10-26,285,0
2020-10-26,286,4
2020-10-26,287,2
2020-10-26,288,2
2020-10-26,289,0
2020-10-26,290,1
2020-10-26,291,14
2020-10-26,292,6
2020-10-26,293,7
2020-10-26,294,2
2020-10-26,295,2
2020-10-26,296,3
2020-10-26,297,1
2020-10-26,298,0
2020-10-26,299,0
2020-10-26,300,8
2020-10-26,301,10
2020-10-26,302,2
2020-10-26,303,0
2020-10-26,304,1
2020-10-26,305,2
2020-10-26,306,0
2020-10-26,307,2
2020-10-26,308,1
2020-11-02,277,12
2020-11-02,278,7
2020-11-02,279,8
2020-11-02,280,0
2020-11-02,281,5
2020-11-02,282,0
2020-11-02,283,2
2020-11-02,284,4
2020-11-02,285,5
2020-11-02,286,1
2020-11-02,287,3
2020-11-02,288,2
2020-11-02,289,1
2020-11-02,290,2
2020-11-02,291,27
2020-11-02,292,2
2020-11-02,293,5
2020-11-02,294,1
2020-11-02,295,1
2020-11-02,296,5
2020-11-02,297,0
2020-11-02,298,3
2020-11-02,299,2
2020-11-02,300,5
2020-11-02,301,13
2020-11-02,302,2
2020-11-02,303,1
2020-11-02,304,5
2020-11-02,305,1
2020-11-02,306,1
2020-11-02,307,1
2020-11-02,308,4
2020-11-09,277,9
2020-11-09,278,4
2020-11-09,279,11
2020-11-09,280,2
2020-11-09,281,1
2020-11-09,282,1
2020-11-09,283,8
2020-11-09,284,9
2020-11-09,285,2
2020-11-09,286,1
2020-11-09,287,3
2020-11-09,288,1
2020-11-09,289,2
2020-11-09,290,0
2020-11-09,291,14
2020-11-09,292,7
2020-11-09,293,7
2020-11-09,294,1
2020-11-09,295,1
2020-11-09,296,3
2020-11-09,297,0
2020-11-09,298,0
2020-11-09,299,4
2020-11-09,300,7
2020-11-09,301,12
2020-11-09,302,1
2020-11-09,303,1
2020-11-09,304,5
2020-11-09,305,5
2020-11-09,306,5
2020-11-09,307,2
2020-11-09,308,0
2020-11-16,277,13
2020-11-16,278,9
2020-11-16,279,9
2020-11-16,280,2
2020-11-16,281,2
2020-11-16,282,1
2020-11-16,283,12
2020-11-16,284,7
2020-11-16,285,7
2020-11-16,286,3
2020-11-16,287,4
2020-11-16,288,1
2020-11-16,289,1
2020-11-16,290,3
2020-11-16,291,23
2020-11-16,292,4
2020-11-16,293,6
2020-11-16,294,3
2020-11-16,295,4
2020-11-16,296,6
2020-11-16,297,2
2020-11-16,298,4
2020-11-16,299,5
2020-11-16,300,6
2020-11-16,301,10
2020-11-16,302,4
2020-11-16,303,0
2020-11-16,304,5
2020-11-16,305,3
2020-11-16,306,6
2020-11-16,307,5
2020-11-16,308,1
2020-11-23,277,12
2020-11-23,278,12
2020-11-23,279,10
2020-11-23,280,7
2020-11-23,281,1
2020-11-23,282,0
2020-11-23,283,10
2020-11-23,284,6
2020-11-23,285,7
2020-11-23,286,10
2020-11-23,287,6
2020-11-23,288,5
2020-11-23,289,2
2020-11-23,290,4
2020-11-23,291,30
2020-11-23,292,11
2020-11-23,293,8
2020-11-23,294,4
2020-11-23,295,2
2020-11-23,296,10
2020-11-23,297,2
2020-11-23,298,1
2020-11-23,299,4
2020-11-23,300,11
2020-11-23,301,16
2020-11-23,302,4
2020-11-23,303,2
2020-11-23,304,13
2020-11-23,305,8
2020-11-23,306,6
2020-11-23,307,3
2020-11-23,308,0
2020-11-30,277,17
2020-11-30,278,10
2020-11-30,279,11
2020-11-30,280,5
2020-11-30,281,1
2020-11-30,282,1
2020-11-30,283,16
2020-11-30,284,7
2020-11-30,285,3
2020-11-30,286,8
2020-11-30,287,8
2020-11-30,288,3
2020-11-30,289,1
2020-11-30,290,5
2020-11-30,291,19
2020-11-30,292,10
2020-11-30,293,4
2020-11-30,294,0
2020-11-30,295,1
2020-11-30,296,3
2020-11-30,297,4
2020-11-30,298,2
2020-11-30,299,9
2020-11-30,300,8
2020-11-30,301,13
2020-11-30,302,7
2020-11-30,303,4
2020-11-30,304,10
2020-11-30,305,8
2020-11-30,306,6
2020-11-30,307,3
2020-11-30,308,0
2020-12-07,277,9
2020-12-07,278,9
2020-12-07,279,6
2020-12-07,280,8
2020-12-07,281,8
2020-12-07,282,1
2020-12-07,283,5
2020-12-07,284,2
2020-12-07,285,4
2020-12-07,286,3
2020-12-07,287,5
2020-12-07,288,1
2020-12-07,289,6
2020-12-07,290,6
2020-12-07,291,35
2020-12-07,292,13
2020-12-07,293,5
2020-12-07,294,2
2020-12-07,295,1
2020-12-07,296,5
2020-12-07,297,3
2020-12-07,298,4
2020-12-07,299,8
2020-12-07,300,14
2020-12-07,301,24
2020-12-07,302,4
2020-12-07,303,3
2020-12-07,304,3
2020-12-07,305,9
2020-12-07,306,12
2020-12-07,307,4
2020-12-07,308,5
2020-12-14,277,15
2020-12-14,278,11
2020-12-14,279,10
2020-12-14,280,14
2020-12-14,281,6
2020-12-14,282,7
2020-12-14,283,16
2020-12-14,284,6
2020-12-14,285,12
2020-12-14,286,3
2020-12-14,287,1
2020-12-14,288,1
2020-12-14,289,6
2020-12-14,290,4
2020-12-14,291,57
2020-12-14,292,16
2020-12-14,293,16
2020-12-14,294,5
2020-12-14,295,1
2020-12-14,296,4
2020-12-14,297,2
2020-12-14,298,12
2020-12-14,299,15
2020-12-14,300,18
2020-12-14,301,18
2020-12-14,302,7
2020-12-14,303,2
2020-12-14,304,13
2020-12-14,305,10
2020-12-14,306,19
2020-12-14,307,14
2020-12-14,308,1
2020-12-21,277,34
2020-12-21,278,23
2020-12-21,279,22
2020-12-21,280,15
2020-12-21,281,18
2020-12-21,282,9
2020-12-21,283,25
2020-12-21,284,22
2020-12-21,285,24
2020-12-21,286,11
2020-12-21,287,17
2020-12-21,288,7
2020-12-21,289,16
2020-12-21,290,16
2020-12-21,291,37
2020-12-21,292,33
2020-12-21,293,21
2020-12-21,294,12
2020-12-21,295,8
2020-12-21,296,13
2020-12-21,297,14
2020-12-21,298,22
2020-12-21,299,16
2020-12-21,300,29
2020-12-21,301,42
2020-12-21,302,4
2020-12-21,303,6
2020-12-21,304,13
2020-12-21,305,23
2020-12-21,306,19
2020-12-21,307,15
2020-12-21,308,14
2020-12-28,277,36
2020-12-28,278,54
2020-12-28,279,32
2020-12-28,280,34
2020-12-28,281,38
2020-12-28,282,17
2020-12-28,283,40
2020-12-28,284,26
2020-12-28,285,43
2020-12-28,286,32
2020-12-28,287,20
2020-12-28,288,10
2020-12-28,289,21
2020-12-28,290,24
2020-12-28,291,65
2020-12-28,292,34
2020-12-28,293,28
2020-12-28,294,14
2020-12-28,295,6
2020-12-28,296,16
2020-12-28,297,26
2020-12-28,298,29
2020-12-28,299,24
2020-12-28,300,44
2020-12-28,301,69
2020-12-28,302,15
2020-12-28,303,13
2020-12-28,304,19
2020-12-28,305,29
2020-12-28,306,42
2020-12-28,307,30
2020-12-28,308,15
2021-01-04,277,35
2021-01-04,278,54
2021-01-04,279,54
2021-01-04,280,31
2021-01-04,281,72
2021-01-04,282,19
2021-01-04,283,57
2021-01-04,284,56
2021-01-04,285,69
2021-01-04,286,31
2021-01-04,287,44
2021-01-04,288,20
2021-01-04,289,22
2021-01-04,290,31
2021-01-04,291,61
2021-01-04,292,36
2021-01-04,293,51
2021-01-04,294,32
2021-01-04,295,15
2021-01-04,296,25
2021-01-04,297,38
2021-01-04,298,49
2021-01-04,299,31
2021-01-04,300,61
2021-01-04,301,49
2021-01-04,302,17
2021-01-04,303,26
2021-01-04,304,39
2021-01-04,305,44
2021-01-04,306,44
2021-01-04,307,27
2021-01-04,308,18
2021-01-11,277,47
2021-01-11,278,65
2021-01-11,279,51
2021-01-11,280,52
2021-01-11,281,61
2021-01-11,282,24
2021-01-11,283,68
2021-01-11,284,49
2021-01-11,285,46
2021-01-11,286,44
2021-01-11,287,38
2021-01-11,288,23
2021-01-11,289,31
2021-01-11,290,19
2021-01-11,291,62
2021-01-11,292,55
2021-01-11,293,51
2021-01-11,294,32
2021-01-11,295,27
2021-01-11,296,21
2021-01-11,297,40
2021-01-11,298,50
2021-01-11,299,43
2021-01-11,300,62
2021-01-11,301,74
2021-01-11,302,24
2021-01-11,303,39
2021-01-11,304,41
2021-01-11,305,38
2021-01-11,306,43
2021-01-11,307,31
2021-01-11,308,35
2021-01-18,277,26
2021-01-18,278,60
2021-01-18,279,60
2021-01-18,280,45
2021-01-18,281,51
2021-01-18,282,18
2021-01-18,283,64
2021-01-18,284,48
2021-01-18,285,51
2021-01-18,286,36
2021-01-18,287,37
2021-01-18,288,8
2021-01-18,289,33
2021-01-18,290,24
2021-01-18,291,50
2021-01-18,292,42
2021-01-18,293,50
2021-01-18,294,30
2021-01-18,295,16
2021-01-18,296,24
2021-01-18,297,42
2021-01-18,298,41
2021-01-18,299,19
2021-01-18,300,52
2021-01-18,301,44
2021-01-18,302,28
2021-01-18,303,32
2021-01-18,304,42
2021-01-18,305,37
2021-01-18,306,28
2021-01-18,307,45
2021-01-18,308,20
2021-01-25,277,23
2021-01-25,278,33
2021-01-25,279,22
2021-01-25,280,32
2021-01-25,281,33
2021-01-25,282,19
2021-01-25,283,44
2021-01-25,284,35
2021-01-25,285,33
2021-01-25,286,27
2021-01-25,287,26
2021-01-25,288,15
2021-01-25,289,23
2021-01-25,290,19
2021-01-25,291,28
2021-01-25,292,55
2021-01-25,293,37
2021-01-25,294,13
2021-01-25,295,9
2021-01-25,296,15
2021-01-25,297,30
2021-01-25,298,24
2021-01-25,299,15
2021-01-25,300,23
2021-01-25,301,15
2021-01-25,302,16
2021-01-25,303,24
2021-01-25,304,29
2021-01-25,305,13
2021-01-25,306,12
2021-01-25,307,19
2021-01-25,308,21
2021-02-01,277,16
2021-02-01,278,27
2021-02-01,279,22
2021-02-01,280,23
2021-02-01,281,24
2021-02-01,282,10
2021-02-01,283,28
2021-02-01,284,25
2021-02-01,285,17
2021-02-01,286,19
2021-02-01,287,14
2021-02-01,288,11
2021-02-01,289,16
2021-02-01,290,13
2021-02-01,291,22
2021-02-01,292,24
2021-02-01,293,27
2021-02-01,294,19
2021-02-01,295,12
2021-02-01,296,13
2021-02-01,297,23
2021-02-01,298,15
2021-02-01,299,18
2021-02-01,300,21
2021-02-01,301,18
2021-02-01,302,8
2021-02-01,303,8
2021-02-01,304,15
2021-02-01,305,15
2021-02-01,306,10
2021-02-01,307,25
2021-02-01,308,12
2021-02-08,277,7
2021-02-08,278,14
2021-02-08,279,15
2021-02-08,280,10
2021-02-08,281,15
2021-02-08,282,5
2021-02-08,283,16
2021-02-08,284,14
2021-02-08,285,7
2021-02-08,286,7
2021-02-08,287,12
2021-02-08,288,5
2021-02-08,289,10
2021-02-08,290,9
2021-02-08,291,19
2021-02-08,292,22
2021-02-08,293,14
2021-02-08,294,4
2021-02-08,295,4
2021-02-08,296,7
2021-02-08,297,16
2021-02-08,298,12
2021-02-08,299,10
2021-02-08,300,8
2021-02-08,301,8
2021-02-08,302,8
2021-02-08,303,3
2021-02-08,304,15
2021-02-08,305,9
2021-02-08,306,7
2021-02-08,307,9
2021-02-08,308,8
2021-02-15,277,10
2021-02-15,278,4
2021-02-15,279,10
2021-02-15,280,11
2021-02-15,281,10
2021-02-15,282,6
2021-02-15,283,8
2021-02-15,284,8
2021-02-15,285,4
2021-02-15,286,9
2021-02-15,287,3
2021-02-15,288,3
2021-02-15,289,3
2021-02-15,290,9
2021-02-15,291,12
2021-02-15,292,17
2021-02-15,293,7
2021-02-15,294,7
2021-02-15,295,7
2021-02-15,296,5
2021-02-15,297,8
2021-02-15,298,7
2021-02-15,299,4
2021-02-15,300,9
2021-02-15,301,13
2021-02-15,302,4
2021-02-15,303,4
2021-02-15,304,13
2021-02-15,305,4
2021-02-15,306,5
2021-02-15,307,11
2021-02-15,308,7
2021-02-22,277,1
2021-02-22,278,4
2021-02-22,279,3
2021-02-22,280,6
2021-02-22,281,4
2021-02-22,282,1
2021-02-22,283,5
2021-02-22,284,5
2021-02-22,285,2
2021-02-22,286,4
2021-02-22,287,4
2021-02-22,288,1
2021-02-22,289,1
2021-02-22,290,1
2021-02-22,291,8
2021-02-22,292,9
2021-02-22,293,5
2021-02-22,294,3
2021-02-22,295,2
2021-02-22,296,3
2021-02-22,297,5
2021-02-22,298,4
2021-02-22,299,4
2021-02-22,300,7
2021-02-22,301,5
2021-02-22,302,4
2021-02-22,303,1
2021-02-22,304,6
2021-02-22,305,1
2021-02-22,306,4
2021-02-22,307,2
2021-02-22,308,2
2021-03-01,277,1
2021-03-01,278,7
2021-03-01,279,3
2021-03-01,280,3
2021-03-01,281,3
2021-03-01,282,2
2021-03-01,283,5
2021-03-01,284,5
2021-03-01,285,2
2021-03-01,286,2
2021-03-01,287,3
2021-03-01,288,0
2021-03-01,289,1
2021-03-01,290,4
2021-03-01,291,5
2021-03-01,292,5
2021-03-01,293,3
2021-03-01,294,2
2021-03-01,295,0
2021-03-01,296,0
2021-03-01,297,1
2021-03-01,298,1
2021-03-01,299,2
2021-03-01,300,1
2021-03-01,301,5
2021-03-01,302,1
2021-03-01,303,1
2021-03-01,304,6
2021-03-01,305,0
2021-03-01,306,0
2021-03-01,307,2
2021-03-01,308,2
2021-03-08,277,3
2021-03-08,278,4
2021-03-08,279,3
2021-03-08,280,0
2021-03-08,281,3
2021-03-08,282,0
2021-03-08,283,3
2021-03-08,284,2
2021-03-08,285,1
2021-03-08,286,2
2021-03-08,287,1
2021-03-08,288,1
2021-03-08,289,0
2021-03-08,290,2
2021-03-08,291,4
2021-03-08,292,1
2021-03-08,293,2
2021-03-08,294,1
2021-03-08,295,0
2021-03-08,296,0
2021-03-08,297,0
2021-03-08,298,1
2021-03-08,299,4
2021-03-08,300,1
2021-03-08,301,4
2021-03-08,302,3
2021-03-08,303,1
2021-03-08,304,0
2021-03-08,305,1
2021-03-08,306,0
2021-03-08,307,0
2021-03-08,308,0
2021-03-15,277,0
2021-03-15,278,2
2021-03-15,279,0
2021-03-15,280,2
2021-03-15,281,2
2021-03-15,282,1
2021-03-15,283,0
2021-03-15,284,3
2021-03-15,285,0
2021-03-15,286,1
2021-03-15,287,0
2021-03-15,288,0
2021-03-15,289,1
2021-03-15,290,1
2021-03-15,291,1
2021-03-15,292,4
2021-03-15,293,1
2021-03-15,294,0
2021-03-15,295,0
2021-03-15,296,2
2021-03-15,297,1
2021-03-15,298,0
2021-03-15,299,2
2021-03-15,300,1
2021-03-15,301,0
2021-03-15,302,1
2021-03-15,303,0
2021-03-15,304,1
2021-03-15,305,1
2021-03-15,306,1
2021-03-15,307,0
2021-03-15,308,0
2021-03-22,277,0
2021-03-22,278,0
2021-03-22,279,1
2021-03-22,280,1
2021-03-22,281,0
2021-03-22,282,1
2021-03-22,283,1
2021-03-22,284,1
2021-03-22,285,1
2021-03-22,286,0
2021-03-22,287,0
2021-03-22,288,0
2021-03-22,289,1
2021-03-22,290,0
2021-03-22,291,0
2021-03-22,292,2
2021-03-22,293,1
2021-03-22,294,0
2021-03-22,295,0
2021-03-22,296,2
2021-03-22,297,0
2021-03-22,298,1
2021-03-22,299,0
2021-03-22,300,0
2021-03-22,301,0
2021-03-22,302,3
2021-03-22,303,2
2021-03-22,304,1
2021-03-22,305,1
2021-03-22,306,0
2021-03-22,307,0
2021-03-22,308,1
2021-03-29,277,0
2021-03-29,278,0
2021-03-29,279,0
2021-03-29,280,1
2021-03-29,281,0
2021-03-29,282,0
2021-03-29,283,0
2021-03-29,284,0
2021-03-29,285,1
2021-03-29,286,0
2021-03-29,287,0
2021-03-29,288,0
2021-03-29,289,1
2021-03-29,290,0
2021-03-29,291,1
2021-03-29,292,1
2021-03-29,293,1
2021-03-29,294,0
2021-03-29,295,0
2021-03-29,296,2
2021-03-29,297,0
2021-03-29,298,0
2021-03-29,299,1
2021-03-29,300,1
2021-03-29,301,1
2021-03-29,302,1
2021-03-29,303,0
2021-03-29,304,1
2021-03-29,305,0
2021-03-29,306,1
2021-03-29,307,0
2021-03-29,308,0
2021-04-05,277,0
2021-04-05,278,1
2021-04-05,279,0
2021-04-05,280,2
2021-04-05,281,0
2021-04-05,282,0
2021-04-05,283,0
2021-04-05,284,0
2021-04-05,285,0
2021-04-05,286,0
2021-04-05,287,1
2021-04-05,288,1
2021-04-05,289,0
2021-04-05,290,1
2021-04-05,291,0
2021-04-05,292,2
2021-04-05,293,1
2021-04-05,294,0
2021-04-05,295,0
2021-04-05,296,1
2021-04-05,297,0
2021-04-05,298,0
2021-04-05,299,0
2021-04-05,300,0
2021-04-05,301,2
2021-04-05,302,0
2021-04-05,303,0
2021-04-05,304,0
2021-04-05,305,0
2021-04-05,306,0
2021-04-05,307,0
2021-04-05,308,0
2021-04-12,277,0
2021-04-12,278,0
2021-04-12,279,0
2021-04-12,280,0
2021-04-12,281,0
2021-04-12,282,1
2021-04-12,283,0
2021-04-12,284,0
2021-04-12,285,0
2021-04-12,286,0
2021-04-12,287,1
2021-04-12,288,0
2021-04-12,289,0
2021-04-12,290,1
2021-04-12,291,0
2021-04-12,292,2
2021-04-12,293,0
2021-04-12,294,0
2021-04-12,295,0
2021-04-12,296,3
2021-04-12,297,0
2021-04-12,298,0
2021-04-12,299,0
2021-04-12,300,0
2021-04-12,301,1
2021-04-12,302,1
2021-04-12,303,0
2021-04-12,304,0
2021-04-12,305,1
2021-04-12,306,1
2021-04-12,307,0
2021-04-12,308,0
2021-04-19,277,0
2021-04-19,278,0
2021-04-19,279,0
2021-04-19,280,1
2021-04-19,281,0
2021-04-19,282,0
2021-04-19,283,0
2021-04-19,284,0
2021-04-19,285,0
2021-04-19,286,0
2021-04-19,287,2
2021-04-19,288,0
2021-04-19,289,0
2021-04-19,290,1
2021-04-19,291,0
2021-04-19,292,0
2021-04-19,293,1
2021-04-19,294,0
2021-04-19,295,0
2021-04-19,296,2
2021-04-19,297,0
2021-04-19,298,0
2021-04-19,299,0
2021-04-19,300,0
2021-04-19,301,0
2021-04-19,302,0
2021-04-19,303,0
2021-04-19,304,0
2021-04-19,305,0
2021-04-19,306,0
2021-04-19,307,0
2021-04-19,308,0
2021-04-26,277,2
2021-04-26,278,0
2021-04-26,279,1
2021-04-26,280,0
2021-04-26,281,0
2021-04-26,282,1
2021-04-26,283,0
2021-04-26,284,0
2021-04-26,285,0
2021-04-26,286,0
2021-04-26,287,0
2021-04-26,288,0
2021-04-26,289,0
2021-04-26,290,0
2021-04-26,291,0
2021-04-26,292,0
2021-04-26,293,0
2021-04-26,294,0
2021-04-26,295,0
2021-04-26,296,3
2021-04-26,297,0
2021-04-26,298,0
2021-04-26,299,0
2021-04-26,300,0
2021-04-26,301,1
2021-04-26,302,3
2021-04-26,303,1
2021-04-26,304,0
2021-04-26,305,0
2021-04-26,306,0
2021-04-26,307,1
2021-04-26,308,0
2021-05-03,277,0
2021-05-03,278,0
2021-05-03,279,0
2021-05-03,280,0
2021-05-03,281,0
2021-05-03,282,0
2021-05-03,283,0
2021-05-03,284,0
2021-05-03,285,0
2021-05-03,286,0
2021-05-03,287,0
2021-05-03,288,0
2021-05-03,289,0
2021-05-03,290,1
2021-05-03,291,0
2021-05-03,292,0
2021-05-03,293,1
2021-05-03,294,0
2021-05-03,295,0
2021-05-03,296,2
2021-05-03,297,1
2021-05-03,298,0
2021-05-03,299,0
2021-05-03,300,0
2021-05-03,301,2
2021-05-03,302,1
2021-05-03,303,0
2021-05-03,304,0
2021-05-03,305,0
2021-05-03,306,0
2021-05-03,307,1
2021-05-03,308,0
2021-05-10,277,0
2021-05-10,278,0
2021-05-10,279,0
2021-05-10,280,1
2021-05-10,281,0
2021-05-10,282,0
2021-05-10,283,1
2021-05-10,284,0
2021-05-10,285,0
2021-05-10,286,0
2021-05-10,287,0
2021-05-10,288,0
2021-05-10,289,0
2021-05-10,290,0
2021-05-10,291,0
2021-05-10,292,0
2021-05-10,293,0
2021-05-10,294,0
2021-05-10,295,0
2021-05-10,296,0
2021-05-10,297,0
2021-05-10,298,1
2021-05-10,299,0
2021-05-10,300,0
2021-05-10,301,1
2021-05-10,302,0
2021-05-10,303,0
2021-05-10,304,0
2021-05-10,305,0
2021-05-10,306,0
2021-05-10,307,0
2021-05-10,308,0
2021-05-17,277,0
2021-05-17,278,0
2021-05-17,279,0
2021-05-17,280,1
2021-05-17,281,0
2021-05-17,282,0
2021-05-17,283,0
2021-05-17,284,0
2021-05-17,285,1
2021-05-17,286,0
2021-05-17,287,0
2021-05-17,288,0
2021-05-17,289,0
2021-05-17,290,0
2021-05-17,291,0
2021-05-17,292,0
2021-05-17,293,1
2021-05-17,294,0
2021-05-17,295,0
2021-05-17,296,0
